id,product__name,product__slug,product__color,product__category__name,category,title,sku,price,cost,sale_price
,EMP-850-BRW-BEI,emp-850-brw-bei,Brown-Beige,Empire,size,5x7,EMP-850-BRW-BEI-57,53,29,
